wavelength,d1,d1,d1,d7,d7,d7,p2,p2,p2,l4,l4,l4,p8,p8,p8,d3,d3,d3,d8,d8,d8,l3,l3,l3,l7,l7,l7,l5,l5,l5,d4,d4,d4,l6,l6,l6,l2,l2,l2,l10,l10,l10,h7,h7,h7,h8,h8,h8,p5,p5,p5,h1,h1,h1,p7,p7,p7,l9,l9,l9,p10,p10,p10,l8,l8,l8,d2,d2,d2,h9,h9,h9,p6,p6,p6,d5,d5,d5,h4,h4,h4,h6,h6,h6,h10,h10,h10
410,0.872356321,1.124356321,0.975356321,1.004356321,1.084356321,1.003356321,1.339356321,1.166356321,1.357356321,0.708356321,0.798356321,0.656356321,1.024356321,1.011356321,0.914356321,0.717356321,0.771356321,0.760356321,0.497356321,0.471356321,0.527356321,0.863356321,0.920356321,0.760356321,0.922356321,0.863356321,0.928356321,0.458356321,0.681356321,0.579356321,0.422356321,0.285356321,0.289356321,0.531356321,0.670356321,0.430356321,0.846356321,0.901356321,0.932356321,0.802356321,0.739356321,0.522356321,0.704356321,0.463356321,0.582356321,0.439356321,0.521356321,0.405356321,1.960356321,1.866356321,1.960356321,0.488356321,0.640356321,0.541356321,1.541356321,1.214356321,1.408356321,0.637356321,0.724356321,0.482356321,1.163356321,0.978356321,1.274356321,1.034356321,1.012356321,0.962356321,0.737356321,0.351356321,0.615356321,0.630356321,0.771356321,0.535356321,1.733356321,1.532356321,1.846356321,1.284356321,1.314356321,1.181356321,0.744356321,0.419356321,0.752356321,0.620356321,0.777356321,0.413356321,0.875356321,0.962356321,1.097356321
411,0.892022988,1.161022988,1.011022988,1.044022988,1.106022988,1.024022988,1.390022988,1.206022988,1.422022988,0.717022988,0.806022988,0.665022988,1.055022988,1.039022988,0.935022988,0.738022988,0.793022988,0.788022988,0.512022988,0.485022988,0.542022988,0.878022988,0.936022988,0.784022988,0.946022988,0.887022988,0.943022988,0.466022988,0.692022988,0.590022988,0.435022988,0.296022988,0.305022988,0.537022988,0.676022988,0.442022988,0.852022988,0.931022988,0.951022988,0.802022988,0.752022988,0.532022988,0.724022988,0.477022988,0.606022988,0.453022988,0.533022988,0.419022988,2.079022988,1.936022988,2.039022988,0.502022988,0.652022988,0.554022988,1.615022988,1.257022988,1.435022988,0.644022988,0.739022988,0.493022988,1.198022988,1.018022988,1.310022988,1.056022988,1.018022988,0.983022988,0.751022988,0.362022988,0.630022988,0.644022988,0.785022988,0.554022988,1.914022988,1.678022988,1.883022988,1.316022988,1.344022988,1.215022988,0.757022988,0.431022988,0.764022988,0.627022988,0.791022988,0.428022988,0.894022988,0.987022988,1.109022988
412,0.909022988,1.166022988,1.016022988,1.060022988,1.120022988,1.043022988,1.404022988,1.225022988,1.432022988,0.721022988,0.805022988,0.673022988,1.053022988,1.034022988,0.941022988,0.747022988,0.800022988,0.790022988,0.519022988,0.491022988,0.546022988,0.878022988,0.936022988,0.780022988,0.938022988,0.895022988,0.944022988,0.466022988,0.691022988,0.589022988,0.443022988,0.305022988,0.312022988,0.543022988,0.675022988,0.445022988,0.859022988,0.928022988,0.960022988,0.804022988,0.751022988,0.533022988,0.731022988,0.489022988,0.611022988,0.459022988,0.545022988,0.428022988,2.125022988,1.960022988,2.084022988,0.510022988,0.661022988,0.565022988,1.586022988,1.269022988,1.459022988,0.643022988,0.737022988,0.494022988,1.189022988,1.019022988,1.309022988,1.052022988,1.013022988,0.979022988,0.761022988,0.371022988,0.638022988,0.654022988,0.796022988,0.561022988,1.903022988,1.619022988,1.877022988,1.314022988,1.337022988,1.224022988,0.763022988,0.440022988,0.768022988,0.638022988,0.792022988,0.432022988,0.896022988,0.994022988,1.121022988
413,0.908689655,1.183689655,1.029689655,1.065689655,1.132689655,1.061689655,1.399689655,1.233689655,1.436689655,0.722689655,0.799689655,0.671689655,1.044689655,1.039689655,0.944689655,0.754689655,0.806689655,0.800689655,0.523689655,0.498689655,0.551689655,0.881689655,0.936689655,0.782689655,0.938689655,0.892689655,0.948689655,0.469689655,0.688689655,0.591689655,0.445689655,0.311689655,0.319689655,0.546689655,0.679689655,0.446689655,0.865689655,0.933689655,0.952689655,0.804689655,0.751689655,0.534689655,0.740689655,0.498689655,0.619689655,0.465689655,0.552689655,0.435689655,2.043689655,2.009689655,2.080689655,0.515689655,0.670689655,0.573689655,1.624689655,1.271689655,1.475689655,0.643689655,0.738689655,0.492689655,1.208689655,1.034689655,1.309689655,1.048689655,1.011689655,0.978689655,0.762689655,0.378689655,0.643689655,0.659689655,0.801689655,0.570689655,1.885689655,1.647689655,1.931689655,1.327689655,1.343689655,1.215689655,0.765689655,0.447689655,0.776689655,0.647689655,0.799689655,0.442689655,0.905689655,0.998689655,1.125689655
414,0.923356321,1.196356321,1.040356321,1.082356321,1.158356321,1.066356321,1.418356321,1.251356321,1.456356321,0.724356321,0.809356321,0.663356321,1.059356321,1.046356321,0.949356321,0.762356321,0.816356321,0.809356321,0.529356321,0.503356321,0.560356321,0.883356321,0.937356321,0.787356321,0.947356321,0.893356321,0.951356321,0.469356321,0.691356321,0.595356321,0.452356321,0.314356321,0.323356321,0.546356321,0.681356321,0.447356321,0.862356321,0.933356321,0.961356321,0.800356321,0.747356321,0.530356321,0.748356321,0.506356321,0.628356321,0.474356321,0.556356321,0.444356321,2.068356321,2.052356321,2.122356321,0.521356321,0.673356321,0.578356321,1.644356321,1.299356321,1.491356321,0.642356321,0.738356321,0.495356321,1.228356321,1.056356321,1.352356321,1.046356321,1.012356321,0.973356321,0.766356321,0.382356321,0.650356321,0.668356321,0.811356321,0.582356321,1.948356321,1.708356321,1.898356321,1.361356321,1.360356321,1.233356321,0.774356321,0.451356321,0.783356321,0.651356321,0.809356321,0.448356321,0.918356321,1.008356321,1.128356321
415,0.925022988,1.207022988,1.043022988,1.092022988,1.161022988,1.077022988,1.419022988,1.261022988,1.447022988,0.721022988,0.811022988,0.663022988,1.049022988,1.030022988,0.954022988,0.773022988,0.823022988,0.818022988,0.537022988,0.507022988,0.565022988,0.884022988,0.934022988,0.785022988,0.934022988,0.893022988,0.938022988,0.466022988,0.689022988,0.590022988,0.460022988,0.320022988,0.329022988,0.544022988,0.680022988,0.451022988,0.857022988,0.916022988,0.955022988,0.793022988,0.745022988,0.528022988,0.753022988,0.517022988,0.641022988,0.482022988,0.563022988,0.451022988,2.019022988,1.988022988,2.047022988,0.529022988,0.682022988,0.583022988,1.614022988,1.304022988,1.485022988,0.644022988,0.734022988,0.494022988,1.225022988,1.065022988,1.335022988,1.041022988,1.005022988,0.967022988,0.766022988,0.390022988,0.658022988,0.681022988,0.817022988,0.590022988,1.847022988,1.660022988,1.912022988,1.354022988,1.359022988,1.255022988,0.778022988,0.460022988,0.787022988,0.658022988,0.816022988,0.455022988,0.925022988,1.016022988,1.143022988
416,0.941356321,1.200356321,1.060356321,1.111356321,1.170356321,1.087356321,1.454356321,1.267356321,1.462356321,0.716356321,0.799356321,0.662356321,1.052356321,1.028356321,0.942356321,0.778356321,0.833356321,0.823356321,0.540356321,0.514356321,0.569356321,0.883356321,0.931356321,0.778356321,0.928356321,0.891356321,0.936356321,0.463356321,0.690356321,0.585356321,0.466356321,0.326356321,0.335356321,0.540356321,0.679356321,0.447356321,0.849356321,0.915356321,0.945356321,0.792356321,0.738356321,0.522356321,0.763356321,0.524356321,0.648356321,0.486356321,0.570356321,0.457356321,2.074356321,2.064356321,2.230356321,0.537356321,0.688356321,0.592356321,1.638356321,1.319356321,1.495356321,0.641356321,0.732356321,0.487356321,1.232356321,1.075356321,1.356356321,1.032356321,1.004356321,0.956356321,0.771356321,0.394356321,0.656356321,0.684356321,0.823356321,0.595356321,1.872356321,1.672356321,1.989356321,1.359356321,1.377356321,1.249356321,0.780356321,0.464356321,0.792356321,0.659356321,0.818356321,0.457356321,0.932356321,1.021356321,1.152356321
417,0.951356321,1.221356321,1.078356321,1.123356321,1.181356321,1.103356321,1.475356321,1.293356321,1.510356321,0.713356321,0.799356321,0.657356321,1.056356321,1.033356321,0.941356321,0.792356321,0.845356321,0.833356321,0.545356321,0.517356321,0.575356321,0.878356321,0.931356321,0.776356321,0.935356321,0.887356321,0.933356321,0.459356321,0.681356321,0.581356321,0.468356321,0.330356321,0.342356321,0.541356321,0.676356321,0.444356321,0.852356321,0.916356321,0.949356321,0.795356321,0.737356321,0.517356321,0.778356321,0.533356321,0.653356321,0.494356321,0.578356321,0.462356321,2.212356321,2.082356321,2.321356321,0.539356321,0.695356321,0.596356321,1.671356321,1.349356321,1.548356321,0.635356321,0.726356321,0.481356321,1.249356321,1.088356321,1.378356321,1.028356321,0.996356321,0.957356321,0.784356321,0.398356321,0.660356321,0.691356321,0.830356321,0.603356321,1.967356321,1.724356321,2.040356321,1.386356321,1.405356321,1.270356321,0.790356321,0.469356321,0.803356321,0.664356321,0.825356321,0.462356321,0.943356321,1.028356321,1.162356321
418,0.969022988,1.250022988,1.095022988,1.128022988,1.198022988,1.124022988,1.483022988,1.307022988,1.516022988,0.709022988,0.796022988,0.654022988,1.056022988,1.037022988,0.946022988,0.807022988,0.855022988,0.847022988,0.553022988,0.527022988,0.582022988,0.874022988,0.926022988,0.775022988,0.928022988,0.882022988,0.930022988,0.459022988,0.680022988,0.579022988,0.475022988,0.337022988,0.350022988,0.542022988,0.676022988,0.444022988,0.844022988,0.914022988,0.955022988,0.789022988,0.734022988,0.511022988,0.784022988,0.544022988,0.663022988,0.506022988,0.584022988,0.470022988,2.237022988,2.183022988,2.432022988,0.548022988,0.703022988,0.603022988,1.724022988,1.362022988,1.553022988,0.629022988,0.721022988,0.478022988,1.285022988,1.102022988,1.388022988,1.018022988,0.987022988,0.956022988,0.787022988,0.406022988,0.666022988,0.702022988,0.842022988,0.614022988,2.004022988,1.722022988,2.059022988,1.403022988,1.417022988,1.295022988,0.800022988,0.476022988,0.808022988,0.675022988,0.831022988,0.470022988,0.949022988,1.040022988,1.174022988
419,0.973022988,1.239022988,1.091022988,1.140022988,1.197022988,1.135022988,1.487022988,1.307022988,1.515022988,0.704022988,0.792022988,0.652022988,1.049022988,1.031022988,0.946022988,0.812022988,0.857022988,0.856022988,0.559022988,0.532022988,0.589022988,0.869022988,0.922022988,0.775022988,0.919022988,0.867022988,0.922022988,0.453022988,0.673022988,0.572022988,0.485022988,0.344022988,0.356022988,0.535022988,0.671022988,0.440022988,0.837022988,0.904022988,0.938022988,0.782022988,0.726022988,0.507022988,0.790022988,0.556022988,0.675022988,0.514022988,0.593022988,0.478022988,2.093022988,2.053022988,2.198022988,0.556022988,0.705022988,0.610022988,1.707022988,1.372022988,1.533022988,0.625022988,0.716022988,0.475022988,1.274022988,1.112022988,1.390022988,1.005022988,0.979022988,0.945022988,0.789022988,0.412022988,0.671022988,0.711022988,0.852022988,0.624022988,1.961022988,1.752022988,1.972022988,1.391022988,1.406022988,1.278022988,0.803022988,0.483022988,0.811022988,0.678022988,0.833022988,0.475022988,0.955022988,1.038022988,1.162022988
420,0.991689655,1.264689655,1.112689655,1.166689655,1.224689655,1.156689655,1.505689655,1.351689655,1.547689655,0.704689655,0.790689655,0.650689655,1.051689655,1.035689655,0.948689655,0.831689655,0.876689655,0.880689655,0.572689655,0.543689655,0.599689655,0.867689655,0.920689655,0.777689655,0.924689655,0.873689655,0.926689655,0.449689655,0.671689655,0.569689655,0.494689655,0.352689655,0.363689655,0.535689655,0.669689655,0.439689655,0.838689655,0.903689655,0.929689655,0.776689655,0.724689655,0.501689655,0.806689655,0.566689655,0.685689655,0.524689655,0.606689655,0.489689655,2.212689655,2.118689655,2.184689655,0.567689655,0.717689655,0.623689655,1.706689655,1.383689655,1.559689655,0.621689655,0.716689655,0.474689655,1.302689655,1.136689655,1.418689655,0.997689655,0.970689655,0.934689655,0.803689655,0.422689655,0.681689655,0.726689655,0.870689655,0.636689655,1.981689655,1.807689655,2.034689655,1.405689655,1.440689655,1.301689655,0.811689655,0.492689655,0.822689655,0.685689655,0.849689655,0.486689655,0.964689655,1.051689655,1.181689655
421,1.012356321,1.294356321,1.139356321,1.192356321,1.261356321,1.189356321,1.562356321,1.383356321,1.585356321,0.709356321,0.791356321,0.652356321,1.061356321,1.049356321,0.959356321,0.854356321,0.902356321,0.896356321,0.584356321,0.555356321,0.610356321,0.876356321,0.928356321,0.778356321,0.927356321,0.880356321,0.930356321,0.448356321,0.672356321,0.568356321,0.504356321,0.366356321,0.375356321,0.535356321,0.668356321,0.443356321,0.840356321,0.906356321,0.935356321,0.776356321,0.725356321,0.503356321,0.819356321,0.581356321,0.702356321,0.538356321,0.619356321,0.502356321,2.289356321,2.230356321,2.374356321,0.580356321,0.731356321,0.637356321,1.768356321,1.429356321,1.606356321,0.625356321,0.713356321,0.477356321,1.333356321,1.170356321,1.458356321,1.003356321,0.969356321,0.936356321,0.817356321,0.434356321,0.693356321,0.738356321,0.889356321,0.652356321,2.071356321,1.836356321,2.089356321,1.439356321,1.471356321,1.320356321,0.828356321,0.507356321,0.833356321,0.695356321,0.864356321,0.501356321,0.987356321,1.079356321,1.204356321
422,1.036689655,1.316689655,1.157689655,1.226689655,1.288689655,1.210689655,1.593689655,1.420689655,1.640689655,0.710689655,0.793689655,0.655689655,1.070689655,1.061689655,0.972689655,0.879689655,0.927689655,0.918689655,0.597689655,0.569689655,0.623689655,0.883689655,0.931689655,0.783689655,0.933689655,0.886689655,0.936689655,0.453689655,0.670689655,0.569689655,0.517689655,0.379689655,0.390689655,0.540689655,0.673689655,0.446689655,0.843689655,0.909689655,0.940689655,0.770689655,0.718689655,0.504689655,0.835689655,0.599689655,0.719689655,0.555689655,0.632689655,0.520689655,2.366689655,2.316689655,2.436689655,0.594689655,0.744689655,0.653689655,1.822689655,1.466689655,1.630689655,0.626689655,0.712689655,0.476689655,1.372689655,1.206689655,1.492689655,0.999689655,0.960689655,0.937689655,0.827689655,0.445689655,0.704689655,0.756689655,0.908689655,0.672689655,2.118689655,1.887689655,2.166689655,1.468689655,1.487689655,1.347689655,0.839689655,0.518689655,0.844689655,0.711689655,0.872689655,0.513689655,1.003689655,1.097689655,1.230689655
423,1.061356321,1.340356321,1.192356321,1.257356321,1.315356321,1.245356321,1.628356321,1.460356321,1.677356321,0.716356321,0.802356321,0.662356321,1.084356321,1.071356321,0.980356321,0.907356321,0.947356321,0.945356321,0.615356321,0.587356321,0.641356321,0.885356321,0.934356321,0.787356321,0.938356321,0.892356321,0.943356321,0.456356321,0.674356321,0.573356321,0.532356321,0.392356321,0.407356321,0.547356321,0.680356321,0.451356321,0.851356321,0.917356321,0.942356321,0.773356321,0.721356321,0.504356321,0.854356321,0.617356321,0.736356321,0.572356321,0.647356321,0.538356321,2.371356321,2.332356321,2.525356321,0.614356321,0.762356321,0.673356321,1.837356321,1.503356321,1.672356321,0.628356321,0.713356321,0.480356321,1.392356321,1.235356321,1.511356321,0.999356321,0.966356321,0.938356321,0.842356321,0.462356321,0.721356321,0.780356321,0.927356321,0.694356321,2.142356321,1.907356321,2.202356321,1.493356321,1.504356321,1.389356321,0.851356321,0.530356321,0.861356321,0.728356321,0.887356321,0.534356321,1.022356321,1.116356321,1.249356321
424,1.085356321,1.359356321,1.220356321,1.289356321,1.348356321,1.282356321,1.656356321,1.498356321,1.710356321,0.722356321,0.806356321,0.668356321,1.092356321,1.081356321,0.996356321,0.928356321,0.978356321,0.970356321,0.629356321,0.601356321,0.656356321,0.888356321,0.940356321,0.793356321,0.943356321,0.894356321,0.954356321,0.456356321,0.675356321,0.575356321,0.546356321,0.406356321,0.418356321,0.551356321,0.683356321,0.457356321,0.852356321,0.916356321,0.949356321,0.774356321,0.723356321,0.504356321,0.871356321,0.636356321,0.752356321,0.590356321,0.668356321,0.556356321,2.547356321,2.225356321,2.438356321,0.629356321,0.778356321,0.688356321,1.871356321,1.528356321,1.702356321,0.630356321,0.718356321,0.484356321,1.420356321,1.266356321,1.542356321,0.997356321,0.972356321,0.931356321,0.859356321,0.477356321,0.733356321,0.803356321,0.943356321,0.714356321,2.156356321,1.917356321,2.227356321,1.527356321,1.538356321,1.413356321,0.864356321,0.547356321,0.872356321,0.744356321,0.905356321,0.551356321,1.040356321,1.135356321,1.266356321
